State,SegmentClass,Phoneme,Language_Count
Telangana,vowel,ʌ,1
Tripura,consonant,b,1
Tripura,consonant,cç,1
Tripura,consonant,cçʰ,1
Tripura,consonant,d̪,1
Tripura,consonant,h,1
Tripura,consonant,j,1
Tripura,consonant,k,1
Tripura,consonant,kʰ,1
Tripura,consonant,l,1
Tripura,consonant,m,1
Tripura,consonant,n̪,1
Tripura,consonant,p,1
Tripura,consonant,pʰ,1
Tripura,consonant,r,1
Tripura,consonant,s,1
Tripura,consonant,ts,1
Tripura,consonant,tsʰ,1
Tripura,consonant,t̪,1
Tripura,consonant,t̪ʰ,1
Tripura,consonant,w,1
Tripura,consonant,ç,1
Tripura,consonant,ŋ,1
Tripura,consonant,ɟʝ,1
Tripura,consonant,ɡ,1
Tripura,consonant,ɲ,1
Tripura,vowel,a,1
Tripura,vowel,o,1
Tripura,vowel,u,1
Tripura,vowel,ɔ,1
Tripura,vowel,ɛ,1
Tripura,vowel,ɪ,1
Tripura,vowel,ɯ,1
Tripura,vowel,ʊ,1
Tripura,vowel,ʌ,1
Uttar Pradesh,consonant,b,1
Uttar Pradesh,consonant,b̤,1
Uttar Pradesh,consonant,cç,1
Uttar Pradesh,consonant,cçʰ,1
Uttar Pradesh,consonant,d̪,1
Uttar Pradesh,consonant,d̪̤,1
Uttar Pradesh,consonant,h,1
Uttar Pradesh,consonant,j,1
Uttar Pradesh,consonant,k,1
Uttar Pradesh,consonant,kʰ,1
Uttar Pradesh,consonant,l,1
Uttar Pradesh,consonant,l̤,1
Uttar Pradesh,consonant,m,1
Uttar Pradesh,consonant,m̤,1
Uttar Pradesh,consonant,n,1
Uttar Pradesh,consonant,p,1
Uttar Pradesh,consonant,pʰ,1
Uttar Pradesh,consonant,r,1
Uttar Pradesh,consonant,r̤,1
Uttar Pradesh,consonant,s,1
Uttar Pradesh,consonant,t̪,1
Uttar Pradesh,consonant,t̪ʰ,1
Uttar Pradesh,consonant,w,1
Uttar Pradesh,consonant,ŋ,1
Uttar Pradesh,consonant,ɖ,1
Uttar Pradesh,consonant,ɖ̤,1
Uttar Pradesh,consonant,ɟʝ,1
Uttar Pradesh,consonant,ɟ̤ʝ,1
Uttar Pradesh,consonant,ɡ,1
Uttar Pradesh,consonant,ɡʱ,1
Uttar Pradesh,consonant,ɦ,1
Uttar Pradesh,consonant,ɲ,1
Uttar Pradesh,consonant,ɳ,1
Uttar Pradesh,consonant,ɽ,1
Uttar Pradesh,consonant,ɽ̤,1
Uttar Pradesh,consonant,ʈ,1
Uttar Pradesh,consonant,ʈʰ,1
Uttar Pradesh,vowel,e,1
Uttar Pradesh,vowel,i,1
Uttar Pradesh,vowel,o,1
Uttar Pradesh,vowel,u,1
Uttar Pradesh,vowel,æ,1
Uttar Pradesh,vowel,ɑ,1
Uttar Pradesh,vowel,ɔ,1
Uttar Pradesh,vowel,ɛ,1
Uttarakhand,consonant,b,2
Uttarakhand,consonant,b̤,2
Uttarakhand,consonant,cç,2
Uttarakhand,consonant,cçʰ,2
Uttarakhand,consonant,d̪,2
Uttarakhand,consonant,d̪̤,2
Uttarakhand,consonant,j,2
Uttarakhand,consonant,k,2
Uttarakhand,consonant,kʰ,2
Uttarakhand,consonant,l,2
Uttarakhand,consonant,m,2
Uttarakhand,consonant,p,2
Uttarakhand,consonant,pʰ,2
Uttarakhand,consonant,t̪,2
Uttarakhand,consonant,t̪ʰ,2
Uttarakhand,consonant,w,2
Uttarakhand,consonant,ç,2
Uttarakhand,consonant,ŋ,2
Uttarakhand,consonant,ɖ,2
Uttarakhand,consonant,ɖ̤,2
Uttarakhand,consonant,ɟʝ,2
Uttarakhand,consonant,ɟ̤ʝ,2
Uttarakhand,consonant,ɡ,2
Uttarakhand,consonant,ɡʱ,2
Uttarakhand,consonant,ɳ,2
Uttarakhand,consonant,ɽ,2
Uttarakhand,consonant,ʈ,2
Uttarakhand,consonant,ʈʰ,2
Uttarakhand,consonant,h,1
Uttarakhand,consonant,n,1
Uttarakhand,consonant,n̪,1
Uttarakhand,consonant,r,1
Uttarakhand,consonant,s,1
Uttarakhand,consonant,ɦ,1
Uttarakhand,consonant,ɭ,1
Uttarakhand,consonant,ɲ,1
Uttarakhand,consonant,ɾ,1
Uttarakhand,vowel,a,2
Uttarakhand,vowel,e,2
Uttarakhand,vowel,i,2
Uttarakhand,vowel,o,2
Uttarakhand,vowel,u,2
Uttarakhand,vowel,ɔ,2
Uttarakhand,vowel,ɛ,2
Uttarakhand,vowel,aː,1
Uttarakhand,vowel,ẽ̞,1
Uttarakhand,vowel,iː,1
Uttarakhand,vowel,õː,1
Uttarakhand,vowel,õ̞,1
Uttarakhand,vowel,uː,1
Uttarakhand,vowel,æ̞̃,1
Uttarakhand,vowel,ɑ̃,1
Uttarakhand,vowel,ə,1
Uttarakhand,vowel,ə̃ː,1
Uttarakhand,vowel,ɪ,1
Uttarakhand,vowel,ʊ,1
Uttarakhand,vowel,ʊ̃,1
Uttarakhand,vowel,ʌ,1
West Bengal,consonant,b,4
West Bengal,consonant,j,4
West Bengal,consonant,k,4
West Bengal,consonant,l,4
West Bengal,consonant,m,4
West Bengal,consonant,n,4
West Bengal,consonant,p,4
West Bengal,consonant,s,4
West Bengal,consonant,w,4
West Bengal,consonant,ŋ,4
West Bengal,consonant,ɡ,4
West Bengal,consonant,c,3
West Bengal,consonant,d,3
West Bengal,consonant,d̪,3
West Bengal,consonant,h,3
West Bengal,consonant,n̪,3
West Bengal,consonant,r,3
West Bengal,consonant,t,3
West Bengal,consonant,t̪,3
West Bengal,consonant,ɖ,3
West Bengal,consonant,ɟ,3
West Bengal,consonant,ɲ,3
West Bengal,consonant,ɽ,3
West Bengal,consonant,ʈ,3
West Bengal,consonant,b̤,2
West Bengal,consonant,cç,2
West Bengal,consonant,d̤,2
West Bengal,consonant,kʰ,2
West Bengal,consonant,pʰ,2
West Bengal,consonant,tʰ,2
West Bengal,consonant,ɟʝ,2
West Bengal,consonant,ɾ,2
West Bengal,consonant,ʔ,2
West Bengal,consonant,b̰,1
West Bengal,consonant,cçʰ,1
West Bengal,consonant,dʑ,1
West Bengal,consonant,d̤ʑ̤,1
West Bengal,consonant,d̪̤,1
West Bengal,consonant,j̊,1
West Bengal,consonant,k̰,1
West Bengal,consonant,l̥,1
West Bengal,consonant,m̥,1
West Bengal,consonant,n̥,1
West Bengal,consonant,p̰,1
West Bengal,consonant,q,1
West Bengal,consonant,tɕ,1
West Bengal,consonant,t̪ʰ,1
West Bengal,consonant,t̪̰,1
West Bengal,consonant,ɖ̤,1
West Bengal,consonant,ɟ̤,1
West Bengal,consonant,ɟ̤ʝ,1
West Bengal,consonant,ɡʱ,1
West Bengal,consonant,ɡ̤,1
West Bengal,consonant,ɢ,1
West Bengal,consonant,ɣ,1
West Bengal,consonant,ɦ,1
West Bengal,consonant,ɳ,1
West Bengal,consonant,ɾ̥,1
West Bengal,consonant,ʈʰ,1
West Bengal,consonant,ʍ,1
West Bengal,consonant,θ,1
West Bengal,consonant,θ̪,1
West Bengal,vowel,a,4
West Bengal,vowel,e,4
West Bengal,vowel,i,4
West Bengal,vowel,o,4
West Bengal,vowel,u,4
West Bengal,vowel,aː,3
West Bengal,vowel,ã,3
West Bengal,vowel,eː,3
West Bengal,vowel,iː,3
West Bengal,vowel,ĩ,3
West Bengal,vowel,oː,3
West Bengal,vowel,õ,3
West Bengal,vowel,uː,3
West Bengal,vowel,ũ,3
West Bengal,vowel,ai,2
West Bengal,vowel,au,2
West Bengal,vowel,ẽ,2
West Bengal,vowel,iu,2
West Bengal,vowel,oe,2
West Bengal,vowel,oi,2
West Bengal,vowel,õ̞,2
West Bengal,vowel,ui,2
West Bengal,vowel,ə,2
West Bengal,vowel,ɪ̃,2
West Bengal,vowel,ae,1
West Bengal,vowel,ao,1
West Bengal,vowel,ea,1
West Bengal,vowel,ei,1
West Bengal,vowel,eo,1
West Bengal,vowel,eu,1
West Bengal,vowel,e̞,1
West Bengal,vowel,io,1
West Bengal,vowel,iə,1
West Bengal,vowel,oa,1
West Bengal,vowel,uə,1
West Bengal,vowel,ũː,1
West Bengal,vowel,u̞,1
West Bengal,vowel,æ̞̃,1
West Bengal,vowel,ɑ,1
West Bengal,vowel,ɔ,1
West Bengal,vowel,ɔe,1
West Bengal,vowel,ɔ̃,1
West Bengal,vowel,əi,1
West Bengal,vowel,əu,1
West Bengal,vowel,ə̃,1
West Bengal,vowel,ɛ,1
West Bengal,vowel,ɛo,1
West Bengal,vowel,ɛ̃,1
West Bengal,vowel,ɪ,1
West Bengal,vowel,ʊ,1
West Bengal,vowel,ʊ̃,1
West Bengal,vowel,ʌ,1
